Author,Ind.Bias
"Winkler, D.W.",0.0024875621890547263
"Panasiak, L.",0.0024875621890547263
"Litwa, H.P.",0.0024875621890547263
"Larsson, K.",0.0024875621890547263
"Madsen, Thomas",0.0024875621890547263
"Smith, J.R.",0.0024875621890547263
"Moore, I.T.",0.0024875621890547263
"Madsen, T.",0.0024875621890547263
"Ruuskanen, S.",0.0024875621890547263
"Simons, M.J.P.",0.0024875621890547263
"Robbins, J.",0.0024875621890547263
"Cheynel, L.",0.0024875621890547263
"Metcalfe, N.B.",0.004975124378109453
"Fick, L.J.",0.0024875621890547263
"Pauliny, A.",0.004975124378109453
"Dorrens, J.",0.0024875621890547263
"Pilkington, J.G.",0.0024875621890547263
"Flinks, H.",0.0024875621890547263
"Rebelo, H.",0.0024875621890547263
"Farcy, O.",0.0024875621890547263
"Wallis, C.V.",0.0024875621890547263
"Helm, B.",0.0024875621890547263
"Peters, A.",0.0024875621890547263
"Blomqvist, D.",0.004975124378109453
"Burraco, P.",0.0024875621890547263
"Ocalewicz, K.",0.0024875621890547263
"Majer, A.D.",0.0024875621890547263
"Sisson, Z.",0.0024875621890547263
"Ruiz Castellano, C.",0.0024875621890547263
"Delahay, R.",0.0024875621890547263
"Reguera, S.",0.0024875621890547263
"Comas, M.",0.0024875621890547263
"Young, A.",0.0024875621890547263
"R�ale, D.",0.0024875621890547263
"Soler, J.J.",0.0024875621890547263
"Fick, G.H.",0.0024875621890547263
"Vernasco, B.J.",0.0024875621890547263
"R�th, A.",0.0024875621890547263
"Reichert, S.",0.0024875621890547263
"Denham, M.M.",0.0024875621890547263
"Cicho?, M.",0.0024875621890547263
"Juola, F.A.",0.004975124378109453
"Brandt Ryder, T.",0.0024875621890547263
"Holberton, R.L.",0.0024875621890547263
"Granadeiro, J.P.",0.0024875621890547263
"Brown, J. L.",0.0024875621890547263
"Hansson, B.",0.0024875621890547263
"Viblanc, V.A.",0.0024875621890547263
"Knauer, F.",0.0024875621890547263
"Jebb, D.",0.0024875621890547263
"Hughes, G.M.",0.0024875621890547263
"Thomson, R.L.",0.0024875621890547263
"Lundsgaard, N.U.",0.0024875621890547263
"Sz�p, T.",0.0024875621890547263
"Schoech, S.J.",0.0024875621890547263
"Saito, T.",0.0024875621890547263
"Burke, T.A.",0.0024875621890547263
"Khoriauli, L.",0.0024875621890547263
