Author,Ind.Bias
"Bérubé, M.",0.0023752969121140144
"Rambaut, A.",0.0023752969121140144
"Rainwater, T.R.",0.0023752969121140144
"Devanna, P.",0.0023752969121140144
"Finno, C.J.",0.004750593824228029
"Serres-Armero, A.",0.0023752969121140144
"Shanmuganayagam, D.",0.0023752969121140144
"Lipponen, A.",0.0023752969121140144
"Carter, G.",0.0023752969121140144
"Reinhardt, J.A.",0.0023752969121140144
"Seluanov, A.",0.004750593824228029
"Howe, K.",0.0023752969121140144
"Udono, T.",0.0023752969121140144
"Montano, G.",0.007125890736342043
"O'Neill, K.B.",0.0023752969121140144
"Jarman, S.N.",0.011876484560570071
"Chow, W.",0.0023752969121140144
"Jarvis, E.D.",0.0023752969121140144
"Yang, X.W.",0.0023752969121140144
"Burrage, J.",0.0023752969121140144
"Vernes, S.C.",0.0023752969121140144
"Uliano-Silva, M.",0.0023752969121140144
"Galazyuk, A.V.",0.0023752969121140144
"Robbins, J.",0.004750593824228029
"Smith, A.",0.0023752969121140144
"Lebigre, C.",0.0023752969121140144
"Soulsbury, C.D.",0.0023752969121140144
"Faulkes, C.G.",0.004750593824228029
"Hirata, S.",0.0023752969121140144
"Yim, S.H.",0.0023752969121140144
"Cossette, M.L.",0.0023752969121140144
"Hurme, E.",0.0023752969121140144
"Teeling, E.C.",0.0023752969121140144
"Wilkinson, P.M.",0.0023752969121140144
"Flores-Martínez, J.",0.0023752969121140144
"Kiszka, J.J.",0.0023752969121140144
"Stewart, D.T.",0.0023752969121140144
"Kinoshita, K.",0.0023752969121140144
"Jasinska, A.J.",0.007125890736342043
"Alberts, S.C.",0.0023752969121140144
"White, C.M.",0.0023752969121140144
"Fei, Z.",0.011876484560570071
"Hoffman, J.I.",0.0023752969121140144
"Haghani, A.",0.0498812351543943
"Knörnschild, M.",0.0023752969121140144
"Bryan, T.A.",0.0023752969121140144
"Jones, G.",0.0023752969121140144
"Viltard, M.",0.0023752969121140144
"Mayne, B.",0.004750593824228029
"Herrick, K.E.S.",0.0023752969121140144
"Ballorain, K.",0.0023752969121140144
"Osborn, S.",0.004750593824228029
"Nagy, M.",0.0023752969121140144
"Deagle, B.E.",0.0023752969121140144
"Pedersen, A.B.",0.0023752969121140144
"Dickinson, J.L.",0.0023752969121140144
"Hindell, M.A.",0.0023752969121140144
"Talbott, A.",0.0023752969121140144
"Bond, D.M.",0.0023752969121140144
"Emmrich, S.",0.0023752969121140144
"Matsui, Y.",0.0023752969121140144
"Meyer, B.S.",0.0023752969121140144
"Mein, C.A.",0.0023752969121140144
"Mayer, F.",0.0023752969121140144
"Garratt, M.",0.0023752969121140144
"Maldonado, J.E.",0.0023752969121140144
"Macoretta, N.",0.0023752969121140144
"Shelden, K.E.W.",0.0023752969121140144
"Campana, M.G.",0.0023752969121140144
"Lau, C.",0.0023752969121140144
"Schook, L.B.",0.0023752969121140144
"Liedvogel, M.",0.0023752969121140144
"Lowe, R.",0.0023752969121140144
"Matsumoto, K.",0.0023752969121140144
"Katsumata, E.",0.0023752969121140144
"Brooke, R.T.",0.0023752969121140144
"Rodriguez, M.",0.004750593824228029
"Zhang, B.",0.0023752969121140144
"Adams, D.M.",0.0023752969121140144
"Dreger, D.L.",0.0023752969121140144
"Salmon, A.B.",0.0023752969121140144
"Sherwood, C.",0.0023752969121140144
"Mattison, J.A.",0.007125890736342043
"Johnston, R.A.",0.0023752969121140144
"Fedrigo, O.",0.0023752969121140144
"Vanderklift, M.A.",0.0023752969121140144
"Bors, E.K.",0.0023752969121140144
"Moiron, M.",0.0023752969121140144
"Wells, R.S.",0.0023752969121140144
"Vaughan, K.L.",0.0023752969121140144
"Wood, K.",0.0023752969121140144
"Sinha, I.",0.0023752969121140144
"Casella, F.",0.0023752969121140144
"Haase, B.",0.0023752969121140144
"Guevara, E.",0.0023752969121140144
"Trapp, A.",0.0023752969121140144
"Staes, N.",0.0023752969121140144
"Hore, T.A.",0.0023752969121140144
"Zhang, J.",0.007125890736342043
"Baboolal, V.",0.0023752969121140144
"Zhao, Y.",0.0023752969121140144
"Brooks, S.",0.0023752969121140144
"Dirocco, S.",0.004750593824228029
"Chandra, T.",0.0023752969121140144
"Débias, F.",0.0023752969121140144
"Archie, E.A.",0.0023752969121140144
"Fasel, N.J.",0.0023752969121140144
"Schofield, H.",0.0023752969121140144
"Rudiger, S.R.",0.0023752969121140144
"Niehrs, C.",0.0023752969121140144
"Ablaeva, J.",0.004750593824228029
"Lea, A.J.",0.0023752969121140144
"Schachtschneider, K.M.",0.0023752969121140144
"Hales, E.N.",0.0023752969121140144
"Wojta, K.",0.0023752969121140144
"von Holdt, B.",0.0023752969121140144
"Little, T.J.",0.0023752969121140144
"DeYoung, J.",0.0023752969121140144
"Mustin, W.",0.0023752969121140144
"Hopkins, W.D.",0.0023752969121140144
"Larison, B.",0.004750593824228029
"Roberts, D.",0.0023752969121140144
"Bouwhuis, S.",0.0023752969121140144
"Hogan, A.N.",0.0023752969121140144
"Campos, F.A.",0.0023752969121140144
"Petersen, J.L.",0.0023752969121140144
"Plassais, J.",0.0023752969121140144
"Kerepesi, C",0.0023752969121140144
"Ruiz, Y.A.",0.0023752969121140144
"Saldmann, F.",0.0023752969121140144
"Butler, G.L.",0.0023752969121140144
"Tucker, A.D.",0.0023752969121140144
"Kohno, S.",0.0023752969121140144
"Woods, R.P.",0.0023752969121140144
"Medellin, R.A.",0.0023752969121140144
"Gorbunova, V.",0.004750593824228029
"Pinho, G.M.",0.0023752969121140144
"Friedlander, G.",0.0023752969121140144
"Polanowski, A.",0.0023752969121140144
"Wang, N.",0.0023752969121140144
"Zamora-Mejías, D.",0.0023752969121140144
"Zhang, Z.",0.0023752969121140144
"Mori, T.",0.0023752969121140144
"Piferrer, F.",0.0023752969121140144
"Hamilton, P.B.",0.0023752969121140144
"O’Toole, A.N.",0.0023752969121140144
"Marioni, R.",0.0023752969121140144
"Gaillard, J.M.",0.0023752969121140144
"Narayan, P.",0.0023752969121140144
"Parrott, B.B.",0.004750593824228029
"Formenti, G.",0.0023752969121140144
"Günther, L.",0.0023752969121140144
"Bowden, J.A.",0.004750593824228029
"Grant, M.J.",0.0023752969121140144
"Barret, M.",0.0023752969121140144
"Power, M.L.",0.0023752969121140144
"Bryan, C.E.",0.0023752969121140144
"Bangma, J.T.",0.0023752969121140144
"Steinman, K.J.",0.007125890736342043
"Ely, J.",0.0023752969121140144
"Li, X.",0.0023752969121140144
"Wilkinson, G.S.",0.0023752969121140144
"Sears, K.E.",0.004750593824228029
"Kordowitzki, P.",0.0023752969121140144
"Espinoza, T.",0.0023752969121140144
"Gilot-Fromont, E.",0.0023752969121140144
"Lindemann, D.M.",0.0023752969121140144
"Ball, H.C.",0.0023752969121140144
"Wade, P.R.",0.0023752969121140144
"Gladyshev, V.N.",0.0023752969121140144
"Zoller, J.A.",0.0498812351543943
"Dechmann, D.K.N.",0.0023752969121140144
"Lattenkamp, E.Z.",0.0023752969121140144
"Kaelin, C.B.",0.0023752969121140144
"Farrell, C.",0.0023752969121140144
"Prado, N.A.",0.0023752969121140144
"Lim, A.R.",0.0023752969121140144
"Gerashchenko, M.V.",0.0023752969121140144
"Rao, A.W.",0.0023752969121140144
"Nilsen, F.M.",0.0023752969121140144
"Bagryanova, L.R.",0.0023752969121140144
